Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Silk Light Pink Wedding Wear Embroidery Work Saree,silk-light-pink-wedding-wear-embroidery-work-saree-394455,"<p><em>Quiet confidence. Considered craftsmanship. One extraordinary outfit.</em></p>

<h2>Silk Light Pink Wedding Wear Embroidery Work Saree</h2>

<p>Meet the <strong>Silk Light Pink Wedding Wear Embroidery Work Saree</strong> - a beautifully crafted <strong>saree</strong> made for wedding wear celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that calls for something extraordinary, this piece delivers the perfect balance of heritage, elegance, and contemporary style.</p>

<h3>The Fabric</h3>
<p><strong>Silk.</strong> Luxurious, luminous, and steeped in tradition - silk catches the light with every fold, creating a regal presence that transforms any occasion into something extraordinary.</p>

<h3>The Work</h3>
<p><strong>Embroidery Work.</strong> Intricate embroidery that transforms fabric into art - each stitch placed with precision to create patterns that captivate up close and from across the room.</p>

<h3>Why You'll Love This Piece</h3>
<ul>
  <li><strong>Colour:</strong> A carefully selected <strong>Light Pink</strong> tone - flattering across skin tones, stunning in photographs, and rich under both natural and indoor lighting.</li>
  <li><strong>Fabric:</strong> Silk - chosen for its drape, longevity, and the way it makes the wearer feel as good as they look.</li>
  <li><strong>Occasion:</strong> Crafted for wedding wear - equally beautiful at intimate family gatherings and grand celebrations.</li>
  <li><strong>Silhouette:</strong> Designed to move with you, not restrict you - flattering across a wide range of body types.</li>
  <li><strong>Provenance:</strong> Sourced from India's finest textile regions and curated by our boutique team for exceptional quality.</li>
</ul>

<h3>Styling Notes</h3>
<p>Complete the look with kundan jewellery and embellished heels for a showstopping entrance.</p>

<h3>Common Questions</h3>
<p><strong>What occasions is this saree suitable for?</strong> This saree works beautifully for wedding ceremonies, festive gatherings, religious celebrations, reception events, and any occasion that calls for something extraordinary.</p>
<p><strong>Is the blouse included?</strong> Yes, this saree comes with a matching blouse piece that can be stitched to your measurements.</p>
<p><strong>How do I care for this fabric?</strong> We recommend dry cleaning to preserve the embroidery and fabric quality. Store folded in a cool, dry place away from direct sunlight.</p>

<p><small>Tags: light pink, silk, saree, buy online, Indian ethnic wear USA, boutique Indian fashion, designer, traditional Indian wear online</small></p>",LuxemiaShop,Apparel & Accessories > Clothing,Sarees,"Light Pink, Silk, Wedding Wear, Embroidery Work, Saree, Sarees",TRUE,Active,LXM-SAR-027,,Color,Light Pink,,,,,,,,182.99,261.68,,TRUE,,,,,,shopify,50,DENY,,,TRUE,manual,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Light-Pink-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5603(1).jpg,1,Silk Light Pink Wedding Wear Embroidery Work Saree,,FALSE,Silk Light Pink Wedding Wear Embroidery Work Saree,Shop the Silk Light Pink Wedding Wear Embroidery Work Saree at LuxeMia. Crafted in premium Silk with exquisite Embroidery Work in Light Pink. Perfect for wedding wear. Free shipping on orders over $150. Dry clean only.,light pink,Apparel & Accessories > Clothing,Unisex,Adult,,,,New,FALSE,,,,,
,silk-light-pink-wedding-wear-embroidery-work-saree-394455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Light-Pink-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5603(2).jpg,2,Silk Light Pink Wedding Wear Embroidery Work Saree,,,,,,,,,,,,,,,,,,
,silk-light-pink-wedding-wear-embroidery-work-saree-394455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Light-Pink-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5603(3).jpg,3,Silk Light Pink Wedding Wear Embroidery Work Saree,,,,,,,,,,,,,,,,,,
Silk Orange Wedding Wear Embroidery Work Saree,silk-orange-wedding-wear-embroidery-work-saree-394454,"<p><em>Style is a form of self-expression. This piece speaks volumes.</em></p>

<h2>Silk Orange Wedding Wear Embroidery Work Saree</h2>

<p>Meet the <strong>Silk Orange Wedding Wear Embroidery Work Saree</strong> - a beautifully crafted <strong>saree</strong> made for wedding wear celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that calls for something extraordinary, this piece delivers the perfect balance of heritage, elegance, and contemporary style.</p>

<h3>The Fabric</h3>
<p><strong>Silk.</strong> Luxurious, luminous, and steeped in tradition - silk catches the light with every fold, creating a regal presence that transforms any occasion into something extraordinary.</p>

<h3>The Work</h3>
<p><strong>Embroidery Work.</strong> Intricate embroidery that transforms fabric into art - each stitch placed with precision to create patterns that captivate up close and from across the room.</p>

<h3>Why You'll Love This Piece</h3>
<ul>
  <li><strong>Colour:</strong> A carefully selected <strong>Orange</strong> tone - flattering across skin tones, stunning in photographs, and rich under both natural and indoor lighting.</li>
  <li><strong>Fabric:</strong> Silk - chosen for its drape, longevity, and the way it makes the wearer feel as good as they look.</li>
  <li><strong>Occasion:</strong> Crafted for wedding wear - equally beautiful at intimate family gatherings and grand celebrations.</li>
  <li><strong>Silhouette:</strong> Designed to move with you, not restrict you - flattering across a wide range of body types.</li>
  <li><strong>Provenance:</strong> Sourced from India's finest textile regions and curated by our boutique team for exceptional quality.</li>
</ul>

<h3>Styling Notes</h3>
<p>Pair with delicate gold jhumkas and a sleek bun for timeless Indian elegance.</p>

<h3>Common Questions</h3>
<p><strong>What occasions is this saree suitable for?</strong> This saree works beautifully for wedding ceremonies, festive gatherings, religious celebrations, reception events, and any occasion that calls for something extraordinary.</p>
<p><strong>Is the blouse included?</strong> Yes, this saree comes with a matching blouse piece that can be stitched to your measurements.</p>
<p><strong>How do I care for this fabric?</strong> We recommend dry cleaning to preserve the embroidery and fabric quality. Store folded in a cool, dry place away from direct sunlight.</p>

<p><small>Tags: orange, silk, saree, buy online, Indian ethnic wear USA, boutique Indian fashion, designer, traditional Indian wear online</small></p>",LuxemiaShop,Apparel & Accessories > Clothing,Sarees,"Orange, Silk, Wedding Wear, Embroidery Work, Saree, Sarees",TRUE,Active,LXM-SAR-028,,Color,Orange,,,,,,,,182.99,261.68,,TRUE,,,,,,shopify,50,DENY,,,TRUE,manual,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Orange-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5602(1).jpg,1,Silk Orange Wedding Wear Embroidery Work Saree,,FALSE,Silk Orange Wedding Wear Embroidery Work Saree,Shop the Silk Orange Wedding Wear Embroidery Work Saree at LuxeMia. Crafted in premium Silk with exquisite Embroidery Work in Orange. Perfect for wedding wear. Free shipping on orders over $150. Dry clean only.,orange,Apparel & Accessories > Clothing,Unisex,Adult,,,,New,FALSE,,,,,
,silk-orange-wedding-wear-embroidery-work-saree-394454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Orange-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5602(2).jpg,2,Silk Orange Wedding Wear Embroidery Work Saree,,,,,,,,,,,,,,,,,,
,silk-orange-wedding-wear-embroidery-work-saree-394454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Orange-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5602(3).jpg,3,Silk Orange Wedding Wear Embroidery Work Saree,,,,,,,,,,,,,,,,,,
Silk Navy Blue Wedding Wear Embroidery Work Saree,silk-navy-blue-wedding-wear-embroidery-work-saree-394453,"<p><em>Quiet confidence. Considered craftsmanship. One extraordinary outfit.</em></p>

<h2>Silk Navy Blue Wedding Wear Embroidery Work Saree</h2>

<p>Meet the <strong>Silk Navy Blue Wedding Wear Embroidery Work Saree</strong> - a beautifully crafted <strong>saree</strong> made for wedding wear celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that calls for something extraordinary, this piece delivers the perfect balance of heritage, elegance, and contemporary style.</p>

<h3>The Fabric</h3>
<p><strong>Silk.</strong> Luxurious, luminous, and steeped in tradition - silk catches the light with every fold, creating a regal presence that transforms any occasion into something extraordinary.</p>

<h3>The Work</h3>
<p><strong>Embroidery Work.</strong> Intricate embroidery that transforms fabric into art - each stitch placed with precision to create patterns that captivate up close and from across the room.</p>

<h3>Why You'll Love This Piece</h3>
<ul>
  <li><strong>Colour:</strong> A carefully selected <strong>Navy Blue</strong> tone - flattering across skin tones, stunning in photographs, and rich under both natural and indoor lighting.</li>
  <li><strong>Fabric:</strong> Silk - chosen for its drape, longevity, and the way it makes the wearer feel as good as they look.</li>
  <li><strong>Occasion:</strong> Crafted for wedding wear - equally beautiful at intimate family gatherings and grand celebrations.</li>
  <li><strong>Silhouette:</strong> Designed to move with you, not restrict you - flattering across a wide range of body types.</li>
  <li><strong>Provenance:</strong> Sourced from India's finest textile regions and curated by our boutique team for exceptional quality.</li>
</ul>

<h3>Styling Notes</h3>
<p>This is the kind of piece that photographs beautifully and feels even better in person.</p>

<h3>Common Questions</h3>
<p><strong>What occasions is this saree suitable for?</strong> This saree works beautifully for wedding ceremonies, festive gatherings, religious celebrations, reception events, and any occasion that calls for something extraordinary.</p>
<p><strong>Is the blouse included?</strong> Yes, this saree comes with a matching blouse piece that can be stitched to your measurements.</p>
<p><strong>How do I care for this fabric?</strong> We recommend dry cleaning to preserve the embroidery and fabric quality. Store folded in a cool, dry place away from direct sunlight.</p>

<p><small>Tags: navy blue, silk, saree, buy online, Indian ethnic wear USA, boutique Indian fashion, designer, traditional Indian wear online</small></p>",LuxemiaShop,Apparel & Accessories > Clothing,Sarees,"Navy Blue, Silk, Wedding Wear, Embroidery Work, Saree, Sarees",TRUE,Active,LXM-SAR-029,,Color,Navy Blue,,,,,,,,182.99,261.68,,TRUE,,,,,,shopify,50,DENY,,,TRUE,manual,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Navy-Blue-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5601(1).jpg,1,Silk Navy Blue Wedding Wear Embroidery Work Saree,,FALSE,Silk Navy Blue Wedding Wear Embroidery Work Saree,Shop the Silk Navy Blue Wedding Wear Embroidery Work Saree at LuxeMia. Crafted in premium Silk with exquisite Embroidery Work in Navy Blue. Perfect for wedding wear. Free shipping on orders over $150. Dry clean only.,navy blue,Apparel & Accessories > Clothing,Unisex,Adult,,,,New,FALSE,,,,,
,silk-navy-blue-wedding-wear-embroidery-work-saree-394453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Navy-Blue-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5601(2).jpg,2,Silk Navy Blue Wedding Wear Embroidery Work Saree,,,,,,,,,,,,,,,,,,
,silk-navy-blue-wedding-wear-embroidery-work-saree-394453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Navy-Blue-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5601(3).jpg,3,Silk Navy Blue Wedding Wear Embroidery Work Saree,,,,,,,,,,,,,,,,,,
Pure Silk Multi Color Occasional Wear Embroidery Work Saree,pure-silk-multi-color-occasional-wear-embroidery-work-saree-394266,"<p><em>Not every outfit tells a story. This one does.</em></p>

<h2>Pure Silk Multi Color Occasional Wear Embroidery Work Saree</h2>

<p>Meet the <strong>Pure Silk Multi Color Occasional Wear Embroidery Work Saree</strong> - a beautifully crafted <strong>saree</strong> made for occasional wear celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that calls for something extraordinary, this piece delivers the perfect balance of heritage, elegance, and contemporary style.</p>

<h3>The Fabric</h3>
<p><strong>Pure Silk.</strong> The pinnacle of Indian textile artistry - pure silk offers an unmatched luminosity and drape that elevates every occasion into a celebration of craftsmanship.</p>

<h3>The Work</h3>
<p><strong>Embroidery Work.</strong> Intricate embroidery that transforms fabric into art - each stitch placed with precision to create patterns that captivate up close and from across the room.</p>

<h3>Why You'll Love This Piece</h3>
<ul>
  <li><strong>Colour:</strong> A carefully selected <strong>Multi Color</strong> tone - flattering across skin tones, stunning in photographs, and rich under both natural and indoor lighting.</li>
  <li><strong>Fabric:</strong> Pure Silk - chosen for its drape, longevity, and the way it makes the wearer feel as good as they look.</li>
  <li><strong>Occasion:</strong> Crafted for occasional wear - equally beautiful at intimate family gatherings and grand celebrations.</li>
  <li><strong>Silhouette:</strong> Designed to move with you, not restrict you - flattering across a wide range of body types.</li>
  <li><strong>Provenance:</strong> Sourced from India's finest textile regions and curated by our boutique team for exceptional quality.</li>
</ul>

<h3>Styling Notes</h3>
<p>Drape it with confidence and let the fabric do the talking - pair with statement jhumkas for a look that commands the room.</p>

<h3>Common Questions</h3>
<p><strong>What occasions is this saree suitable for?</strong> This saree works beautifully for wedding ceremonies, festive gatherings, religious celebrations, reception events, and any occasion that calls for something extraordinary.</p>
<p><strong>Is the blouse included?</strong> Yes, this saree comes with a matching blouse piece that can be stitched to your measurements.</p>
<p><strong>How do I care for this fabric?</strong> We recommend dry cleaning to preserve the embroidery and fabric quality. Store folded in a cool, dry place away from direct sunlight.</p>

<p><small>Tags: multi color, pure silk, saree, buy online, Indian ethnic wear USA, boutique Indian fashion, designer, traditional Indian wear online</small></p>",LuxemiaShop,Apparel & Accessories > Clothing,Sarees,"Multi Color, Pure Silk, Occasional Wear, Embroidery Work, Saree, Sarees",TRUE,Active,LXM-SAR-030,,Color,Multi Color,,,,,,,,81.99,117.25,,TRUE,,,,,,shopify,50,DENY,,,TRUE,manual,https://kesimg.b-cdn.net/images/650/2026y/April/61032/Multi-Color-Pure-Silk-Occasional-Wear-Embroidery-Work-Saree-4177-8714(1).jpg,1,Pure Silk Multi Color Occasional Wear Embroidery Work Saree,,FALSE,Pure Silk Multi Color Occasional Wear Embroidery Work Saree,Shop the Pure Silk Multi Color Occasional Wear Embroidery Work Saree at LuxeMia. Crafted in premium Pure Silk with exquisite Embroidery Work in Multi Color. Perfect for occasional wear. Free shipping on orders over $150. Dry clean only.,multi color,Apparel & Accessories > Clothing,Unisex,Adult,,,,New,FALSE,,,,,
,pure-silk-multi-color-occasional-wear-embroidery-work-saree-394266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61032/Multi-Color-Pure-Silk-Occasional-Wear-Embroidery-Work-Saree-4177-8714(2).jpg,2,Pure Silk Multi Color Occasional Wear Embroidery Work Saree,,,,,,,,,,,,,,,,,,
,pure-silk-multi-color-occasional-wear-embroidery-work-saree-394266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61032/Multi-Color-Pure-Silk-Occasional-Wear-Embroidery-Work-Saree-4177-8714(3).jpg,3,Pure Silk Multi Color Occasional Wear Embroidery Work Saree,,,,,,,,,,,,,,,,,,
